chart,id,x1,x2,x3,x4,x5
Hot R&B/Hip-Hop Songs,Drake & Future....Big Rings,1.3966245888635934e-4,1.3966245876378364e-4,1.3966245877139965e-4,0.9994413501648871,1.3966245869137395e-4
Hot Country Songs,LOCASH....I Love This Life,0.4725425660736542,0.5268394917472503,2.0598072633028767e-4,2.0598072642472043e-4,2.0598072634056308e-4
Hot R&B/Hip-Hop Songs,Tory Lanez....Luv,0.9941803447828184,1.5842977312359468e-4,0.005344365897266982,1.5842977343149533e-4,1.584297733596115e-4
Hot R&B/Hip-Hop Songs,YFN Lucci....Key To The Streets,1.0516448562372015e-4,1.0516448562447905e-4,0.9069734632959154,1.0516448565050786e-4,0.09271104324718593
Hot R&B/Hip-Hop Songs,Travis Scott....Goosebumps,0.20121617997158062,0.2490313435354718,0.0527488631789922,0.4968609168808518,1.4269643310359324e-4
Hot Country Songs,Brett Eldredge....Drunk On Your Love,0.9987757149158498,3.060712715593592e-4,3.0607127058324086e-4,3.0607127136627243e-4,3.0607127064131697e-4
Hot R&B/Hip-Hop Songs,DJ Luke Nasty....Might Be,1.906109364619437e-4,0.5558045324020566,0.4436236347893029,1.9061093613117824e-4,1.9061093604729403e-4
Hot R&B/Hip-Hop Songs,Drake & Future....Jumpman,1.5015208288063516e-4,0.08621992191231934,1.5015208275775293e-4,1.501520829049344e-4,0.9133296218391374
Hot R&B/Hip-Hop Songs,French Montana....Lockjaw,1.2487051540948144e-4,1.2487051545395506e-4,1.2487051545458726e-4,0.999500517938353,1.2487051532897246e-4
Hot R&B/Hip-Hop Songs,XXXTENTACION....Look At Me!,2.4428136413710047e-4,2.4428136452171853e-4,0.9990228745425195,2.442813644804066e-4,2.4428136434132615e-4
Hot Country Songs,Blake Shelton....She's Got A Way With Words,0.9989563392657246,2.6091518347622577e-4,2.6091518353945606e-4,2.6091518357009437e-4,2.609151836896172e-4
Hot R&B/Hip-Hop Songs,Drake....Childs Play,0.8182758290556144,1.3166414837047e-4,0.18132917849895122,1.3166414853888397e-4,1.3166414852503567e-4
Hot R&B/Hip-Hop Songs,Future....Stick Talk,1.5213933924308583e-4,1.521393393084072e-4,0.9993914426428373,1.5213933939489018e-4,1.521393392162647e-4
Hot R&B/Hip-Hop Songs,iLoveMemphis....Hit The Quan,0.15150334070359403,1.8523577197458e-4,1.8523577192336188e-4,1.852357718392853e-4,0.8479409519806687
Hot R&B/Hip-Hop Songs,Tee Grizzley....First Day Out,8.558916333482677e-5,8.558916339825848e-5,0.9996576433466193,8.558916333840592e-5,8.558916330918315e-5
Hot R&B/Hip-Hop Songs,Yo Gotti....Down In The DM,0.8450518755924523,2.3919825567752316e-4,0.15423052963980913,2.391982558797706e-4,2.3919825618120156e-4
Hot R&B/Hip-Hop Songs,John Legend....Love Me Now,0.9990674627567185,2.331343111873157e-4,2.3313431074898624e-4,2.331343106905664e-4,2.3313431065463035e-4
Hot R&B/Hip-Hop Songs,Kendrick Lamar....Loyalty.,0.08163585860623604,0.16265670861122358,1.6177417390856536e-4,0.7553838844349609,1.6177417367090277e-4
Hot R&B/Hip-Hop Songs,The Weeknd....Party Monster,1.4094679056632513e-4,1.4094679054026829e-4,1.409467904125802e-4,0.9994362128382266,1.4094679025429522e-4
Hot R&B/Hip-Hop Songs,Usher....No Limit,0.7407162476583278,1.3675481385073314e-4,0.25887348790027437,1.3675481376779176e-4,1.3675481377934748e-4
Hot R&B/Hip-Hop Songs,A Boogie Wit da Hoodie....Drowning,1.6064379444719388e-4,0.051660543014123116,0.02499922584950028,1.60643794501529e-4,0.923018943547428
Hot R&B/Hip-Hop Songs,Belly....Might Not,0.3357217766051941,0.07217091558971502,0.5917936900105036,1.5680889734577565e-4,1.56808897241373e-4
Hot R&B/Hip-Hop Songs,DJ Khaled....Shining,1.0421110989538569e-4,0.7001615135220034,1.0421110988061499e-4,0.299525853148343,1.0421110987755859e-4
Hot R&B/Hip-Hop Songs,Drake....Nice For What,0.13586422900976036,1.1813341542321407e-4,1.181334154623905e-4,0.8637813707439906,1.1813341536339505e-4
Hot Country Songs,Kelsea Ballerini....Yeah Boy,0.6345668088944585,0.36482612675833154,2.0235478250806165e-4,2.0235478233407095e-4,2.02354782367866e-4
Hot Country Songs,Brett Eldredge....Wanna Be That Song,0.71320553761728,0.2860457067780961,2.495852015476602e-4,2.495852014433075e-4,2.495852016329241e-4
Hot Country Songs,Morgan Evans....Kiss Somebody,0.9992620298433776,1.8449253942869114e-4,1.84492539146139e-4,1.8449253910787279e-4,1.844925389396158e-4
Hot R&B/Hip-Hop Songs,Rich The Kid....Plug Walk,1.946453731429359e-4,1.9464537305015857e-4,1.94645373377253e-4,0.8714135994457369,0.1280024644346927
Hot R&B/Hip-Hop Songs,Big Sean....Bounce Back,0.4734531899020682,1.1208607064708159e-4,0.5262105518861125,1.1208607058234281e-4,1.1208607058984714e-4
Hot R&B/Hip-Hop Songs,Dreezy....Body,0.4847374188297171,1.396624589352899e-4,0.5148435937936131,1.3966245883113826e-4,1.3966245890334515e-4
Hot R&B/Hip-Hop Songs,Ella Mai....Boo'd Up,0.30113271349728193,0.6983024778070989,1.8826956519261344e-4,1.8826956534231793e-4,1.8826956508415684e-4
Hot R&B/Hip-Hop Songs,PnB Rock....Selfish,0.29888165904483016,2.176825200013456e-4,0.7004652933953304,2.1768251997637014e-4,2.1768251986168727e-4
Hot Country Songs,Thomas Rhett....Vacation,0.999249992646075,1.8750183863365058e-4,1.875018382063714e-4,1.8750183853257754e-4,1.8750183855252003e-4
Hot Country Songs,Chris Lane....For Her,0.9991038136859824,2.2404657861423892e-4,2.2404657851479763e-4,2.2404657845898423e-4,2.2404657842956736e-4
Hot Country Songs,Dustin Lynch....Seein' Red,2.469048030927778e-4,0.9990123807885434,2.469048027697199e-4,2.4690480292512655e-4,2.4690480266901843e-4
Hot R&B/Hip-Hop Songs,Lil Xan....Betrayed,0.02408122934050564,1.8015544870380684e-4,0.9753783043134328,1.8015544861076782e-4,1.8015544874705052e-4
Hot R&B/Hip-Hop Songs,SZA....Love Galore,0.5671715111422795,0.05864343545167665,0.3738847492404181,1.5015208282366226e-4,1.5015208280212474e-4
Hot R&B/Hip-Hop Songs,6ix9ine....Gummo,2.0878662227836957e-4,2.0878662219281122e-4,0.6843836782976912,2.087866225800298e-4,0.3149899618352576
Hot R&B/Hip-Hop Songs,Drake....God's Plan,2.509473445814604e-4,2.5094734455713126e-4,2.5094734421799185e-4,0.9989962106225782,2.5094734406522017e-4
Hot R&B/Hip-Hop Songs,J. Cole....Neighbors,1.486953793369325e-4,0.03446273627333886,0.96509117758859575,1.4869537946734412e-4,1.4869537926120007e-4
Hot Country Songs,Jake Owen....Good Company,2.5232443616276666e-4,0.7950903022068546,0.20415272448543623,2.523244358047108e-4,2.5232443574161483e-4
Hot R&B/Hip-Hop Songs,Lil Uzi Vert....You Was Right,1.646709655924727e-4,1.646709655730634e-4,0.9993413161381688,1.6467096534444659e-4,1.6467096532128277e-4
Hot Country Songs,Dierks Bentley....Burning Man,2.4171308916927476e-4,0.9990331476434321,2.4171308908493638e-4,2.417130890786886e-4,2.4171308923508276e-4
Hot R&B/Hip-Hop Songs,G-Eazy....No Limit,1.0281302209919456e-4,1.0281302205420524e-4,0.679219326039496,1.0281302201048231e-4,0.3204722348943401
Hot R&B/Hip-Hop Songs,Kendrick Lamar....DNA.,1.1998295923809795e-4,0.021100205789455602,0.9785398453328138,1.1998295931467169e-4,1.1998295917790162e-4
Hot R&B/Hip-Hop Songs,Migos....Stir Fry,1.0915905417053307e-4,0.023611824033270886,1.09159054150121e-4,1.0915905423504564e-4,0.9760606988041733
Hot R&B/Hip-Hop Songs,Rich The Kid....New Freezer,1.1967069048624747e-4,1.1967069050974771e-4,1.1967069055320853e-4,0.5698184710148253,0.4298225169136255
Hot R&B/Hip-Hop Songs,Travis Scott....Antidote,1.5213933935559172e-4,0.52805330042663845,0.47149028155553563,1.5213933924871137e-4,1.5213933922171653e-4
Hot R&B/Hip-Hop Songs,2 Chainz....Watch Out,1.5163760987809904e-4,1.5163760998082641e-4,1.5163761011218483e-4,0.7054876098804104,0.2940574772896185
Hot Country Songs,Aaron Watson....Outta Style,0.9991833933772454,2.0415165610392907e-4,2.0415165555642695e-4,2.041516553738082e-4,2.0415165572044785e-4
Hot Country Songs,Blake Shelton....Gonna,0.5375545111341608,0.38618506553108295,2.943166224737244e-4,2.9431662272092824e-4,0.07567179008956156
Hot R&B/Hip-Hop Songs,Bruno Mars....That's What I Like,0.08298170449912573,0.764032443532095,2.050621127775961e-4,2.0506211273998341e-4,0.1525757277432617
Hot Country Songs,Chris Janson....Fix A Drink,2.455860778319347e-4,0.9990176556892206,2.455860776966321e-4,2.4558607761394213e-4,2.455860776367751e-4
Hot R&B/Hip-Hop Songs,"Dae Dae....Wat U Mean (Aye, Aye, Aye)",2.197633172441642e-4,2.197633174581872e-4,2.1976331753500737e-4,0.9991209467303322,2.1976331743043148e-4
Hot Country Songs,Dierks Bentley....Black,2.669748789821761e-4,0.9989321004851032,2.669748788734065e-4,2.6697487858084833e-4,2.669748784604167e-4
Hot R&B/Hip-Hop Songs,DLOW....Do It Like Me,0.24420277414217248,0.5733338137547704,1.4540388911239724e-4,0.09157623195513785,0.09074177625880693
Hot R&B/Hip-Hop Songs,Fetty Wap....Wake Up,1.491777966725207e-4,0.06927067723370349,1.4917779660436338e-4,0.9302817893765993,1.491777964202234e-4
Hot R&B/Hip-Hop Songs,Future....Mask Off,1.2835628021104186e-4,0.07295764944990027,1.2835628016092545e-4,1.2835628010970883e-4,0.926657281709618
Hot R&B/Hip-Hop Songs,Kodak Black....Roll In Peace,1.1488661275669305e-4,1.1488661265013703e-4,0.9995404535493386,1.148866126344411e-4,1.1488661262011466e-4
Hot R&B/Hip-Hop Songs,Lil Uzi Vert....Sauce It Up,1.3840132220100263e-4,1.384013219941349e-4,1.3840132206920463e-4,0.9873355173341587,0.012249278699576944
Hot Country Songs,Luke Bryan....Most People Are Good,2.5371672515988426e-4,0.9989851331000184,2.5371672494472574e-4,2.537167249040915e-4,2.5371672497295447e-4
Hot Country Songs,Michael Ray....Think A Little Less,2.9621262750285747e-4,0.9988151494915293,2.9621262703713035e-4,2.9621262714025256e-4,2.9621262679049826e-4
Hot R&B/Hip-Hop Songs,Migos....Bad And Boujee,6.228555322356584e-5,6.228555323045093e-5,6.228555330138724e-5,0.7414759660688295,0.25833717727141514
Hot R&B/Hip-Hop Songs,Miguel....Sky Walker,1.3280498712038853e-4,0.4180202871235211,1.3280498715359838e-4,1.3280498707060796e-4,0.5815812979151342
Hot R&B/Hip-Hop Songs,PARTYNEXTDOOR....Come And See Me,0.9262297275050975,2.0146815584905556e-4,0.07316586802765972,2.0146815578844728e-4,2.0146815560528737e-4
Hot R&B/Hip-Hop Songs,Rihanna....Kiss It Better,0.9690537834791888,1.8229820152817916e-4,0.030399321916668883,1.8229820138389652e-4,1.8229820123029359e-4
Hot Country Songs,Tim McGraw....Top Of The World,2.1976331762949548e-4,0.9991209467305177,2.197633173250847e-4,2.1976331723516502e-4,2.1976331729259383e-4
Hot R&B/Hip-Hop Songs,YoungBoy Never Broke Again....No Smoke,1.8302382469866996e-4,0.06911639905022747,0.9303345294760116,1.83023824637288e-4,1.8302382442504455e-4
Hot R&B/Hip-Hop Songs,2 Chainz....4 AM,1.1291179140671474e-4,1.1291179134292742e-4,0.8526451432912359,1.129117914153875e-4,0.14701612133459907
Hot R&B/Hip-Hop Songs,21 Savage & Metro Boomin....No Heart,1.3357659334078655e-4,1.3357659343835667e-4,0.9994656936262434,1.3357659347759226e-4,1.335765934998004e-4
Hot Country Songs,Jake Owen....Down To The Honkytonk,2.7011151781188914e-4,0.27556515708692164,0.7236245083600833,2.701115176552646e-4,2.701115175279513e-4
Hot R&B/Hip-Hop Songs,Rihanna....Love On The Brain,0.7117812617907385,0.2357472255014951,2.579873341681023e-4,2.579873339921801e-4,0.05195553803960608
Hot Country Songs,Bebe Rexha & Florida Georgia Line....Meant To Be,0.998830221058191,2.9244473577043773e-4,2.924447356316604e-4,2.9244473520465865e-4,2.924447352023258e-4
Hot R&B/Hip-Hop Songs,Drake....Mob Ties,1.852357716229615e-4,1.852357715358356e-4,0.9992590569133445,1.852357717595085e-4,1.8523577173716388e-4
Hot Country Songs,Dylan Scott....My Girl,0.6722611371102043,0.32692373997123997,2.71707639453874e-4,2.7170763958718507e-4,2.7170763951463503e-4
Hot Country Songs,Jana Kramer....I Got The Boy,0.13270047336443577,0.8661616623921261,3.7928808115173174e-4,3.7928808133303696e-4,3.792880809533101e-4
Hot Country Songs,Justin Moore....Kinda Don't Care,3.1660874513372524e-4,0.9987335650197403,3.1660874515130114e-4,3.1660874506976377e-4,3.166087449049864e-4
Hot R&B/Hip-Hop Songs,Logic....1-800-273-8255,0.15894267962306446,0.840521056235171,1.787547139402207e-4,1.7875471396369778e-4,1.7875471386054703e-4
Hot R&B/Hip-Hop Songs,MadeinTYO....Uber Everywhere,2.3195823103652703e-4,2.319582309829929e-4,2.319582307735796e-4,2.3195823052914134e-4,0.9990721670766778
Hot R&B/Hip-Hop Songs,Migos....T-Shirt,1.1575427092302353e-4,1.1575427088674483e-4,1.1575427099107693e-4,1.1575427088304201e-4,0.9995369829163161
Hot Country Songs,Rascal Flatts....I Like The Sound Of That,2.4171308954662585e-4,0.9990331476433253,2.4171308919580044e-4,2.41713088979505e-4,2.4171308895279552e-4
Hot Country Songs,Rascal Flatts....Yours If You Want It,0.5589237041898258,0.4403109224171071,2.551244644316391e-4,2.551244643581653e-4,2.551244642771857e-4
Hot Country Songs,Tucker Beathard....Rock On,0.25032670714662814,0.7487234666173227,3.1660874536299964e-4,3.16608745289635e-4,3.166087453964662e-4
Hot R&B/Hip-Hop Songs,6LACK....Prblms,1.496633542550641e-4,0.15816848136026052,0.8413825285771999,1.4966335417944995e-4,1.4966335410515359e-4
Hot R&B/Hip-Hop Songs,Amine....Caroline,1.472666690026962e-4,1.4726666894001325e-4,0.9994109333243241,1.4726666892358485e-4,1.4726666880960767e-4
Hot Country Songs,Billy Currington....Do I Make You Wanna,0.3539538054760993,0.6455625735165087,1.6120700252639532e-4,1.6120700245073142e-4,1.612070024149664e-4
Hot Country Songs,Cam....Mayday,0.9985543946477404,3.6140133828753136e-4,3.614013380056698e-4,3.6140133788157614e-4,3.614013380848865e-4
Hot R&B/Hip-Hop Songs,Drake....Grammys,1.3280498717027604e-4,0.025622764561656124,0.97397882047706,1.3280498707291465e-4,1.328049870407248e-4
Hot R&B/Hip-Hop Songs,French Montana....No Shopping,0.18967991907480825,1.283562802145666e-4,1.2835628021512323e-4,1.283562802581653e-4,0.8099350120845039
Hot Country Songs,Garth Brooks....All Day Long,2.669748790036593e-4,0.601725030111143,2.6697487882311525e-4,0.3974740452524381,2.669748785920861e-4
Hot Country Songs,Kane Brown....Found You,0.5728410867211527,0.42630861891487715,2.83431454562324e-4,2.8343145458495974e-4,2.8343145482281716e-4
Hot R&B/Hip-Hop Songs,Kid Ink....Promise,0.40810956732311804,1.8904360504451795e-4,1.8904360502447584e-4,0.5913233018618494,1.8904360496352826e-4
Hot R&B/Hip-Hop Songs,Lil Wayne....Uproar,0.20753569506660074,1.3594616384237518e-4,1.3594616385275758e-4,1.3594616381504767e-4,0.7920564664418891
